campaign_id,camera_index,duty,pulse_index,block_id,block_order,is_dark_control,is_positive_control
camera0-intensity-threshold-20260526-camera0-run01,0,16,9,9,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,9,9,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,9,9,6,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,9,9,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,9,9,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,9,9,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,9,9,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,9,9,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,9,9,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,9,9,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,9,9,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,9,9,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,9,9,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,9,9,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,10,10,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,10,10,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,10,10,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,10,10,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,10,10,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,10,10,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,10,10,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,10,10,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,10,10,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,10,10,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,10,10,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,10,10,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,10,10,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,10,10,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,10,10,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,10,10,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,10,10,17,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,11,11,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,11,11,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,11,11,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,11,11,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,11,11,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,11,11,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,11,11,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,11,11,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,11,11,9,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,11,11,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,11,11,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,11,11,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,11,11,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,11,11,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,11,11,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,11,11,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,11,11,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,12,12,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,12,12,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,12,12,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,12,12,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,12,12,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,12,12,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,12,12,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,12,12,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,12,12,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,12,12,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,12,12,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,12,12,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,12,12,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,12,12,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,12,12,15,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,12,12,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,12,12,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,13,13,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,13,13,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,13,13,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,13,13,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,13,13,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,13,13,6,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,13,13,7,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,13,13,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,13,13,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,13,13,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,13,13,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,13,13,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,13,13,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,13,13,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,13,13,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,13,13,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,13,13,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,14,14,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,14,14,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,14,14,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,14,14,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,14,14,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,14,14,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,14,14,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,14,14,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,14,14,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,14,14,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,14,14,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,14,14,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,14,14,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,14,14,14,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,14,14,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,14,14,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,14,14,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,15,15,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,15,15,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,15,15,3,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,15,15,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,15,15,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,15,15,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,15,15,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,15,15,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,15,15,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,15,15,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,15,15,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,15,15,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,15,15,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,15,15,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,15,15,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,15,15,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,15,15,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,16,16,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,16,16,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,16,16,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,16,16,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,16,16,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,16,16,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,16,16,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,16,16,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,16,16,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,16,16,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,16,16,11,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,16,16,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,16,16,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,16,16,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,16,16,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,16,16,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,16,16,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,17,17,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,17,17,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,17,17,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,8,17,17,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,17,17,5,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,17,17,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,17,17,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,17,17,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,17,17,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,17,17,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,17,17,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,17,17,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,17,17,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,17,17,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,17,17,15,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,17,17,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,17,17,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,18,18,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,18,18,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,18,18,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,18,18,4,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,18,18,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,18,18,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,18,18,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,18,18,8,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,128,18,18,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,18,18,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,18,18,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,18,18,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,18,18,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,6,18,18,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,18,18,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,18,18,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,18,18,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,19,19,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,19,19,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,7,19,19,3,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,19,19,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,19,19,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,19,19,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,19,19,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,19,19,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,0,19,19,9,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,19,19,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,19,19,11,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,2,19,19,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,19,19,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,1,19,19,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,19,19,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,19,19,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,19,19,17,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,20,20,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,20,20,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,20,20,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,20,20,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,20,20,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,20,20,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,3,20,20,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,20,20,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,20,20,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,20,20,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,20,20,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,20,20,12,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,20,20,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,48,20,20,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,20,20,15,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,20,20,16,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,4,20,20,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,21,21,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,64,21,21,2,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,32,21,21,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,16,21,21,4,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,21,21,5,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,12,21,21,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,21,21,7,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,21,21,8,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,21,21,9,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,21,21,10,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,21,21,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,21,21,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,21,21,13,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,21,21,14,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,24,21,21,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,21,21,16,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,10,21,21,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,6,22,22,1,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,5,22,22,2,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,48,22,22,3,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,12,22,22,4,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,128,22,22,5,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,3,22,22,6,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,1,22,22,7,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,8,22,22,8,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,16,22,22,9,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,64,22,22,10,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,10,22,22,11,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,2,22,22,12,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,24,22,22,13,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,7,22,22,14,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,22,22,15,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,0,22,22,16,True,False
camera0-intensity-threshold-20260526-camera0-run01,0,4,22,22,17,False,False
camera0-intensity-threshold-20260526-camera0-run01,0,32,23,23,1,False,True
camera0-intensity-threshold-20260526-camera0-run01,0,5,23,23,2,False,False
